id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked
82682,57879,2025-01-08,1647000,9,No disponible,-1647
82684,60691,2025-02-06,630000,5,No disponible,630
82685,60691,2025-05-12,555000,5,,555
82686,56594,2025-05-31,1496000,8,No disponible,1496
82687,56594,2026-01-09,768000,8,No disponible,192
82688,56594,2026-03-11,56000,8,No disponible,56
82689,56594,2025-07-19,792000,8,No disponible,
82690,56594,2025-08-09,368000,8,No disponible,368
82691,56594,2025-03-26,,8,No disponible,752
82692,56594,2025-11-15,96000,8,No disponible,192
,56594,2025-03-20,616000,8,No disponible,616
82694,56594,2025-11-01,80000,8,No disponible,80
82695,56594,,616000,8,No disponible,616
82696,56594,2025-11-12,1312000,8,No disponible,
82697,56594,2026-01-13,,8,No disponible,808
82698,56594,2025-12-05,48000,8,No disponible,48
82699,,2026-04-04,384000,8,No disponible,-384
82700,56594,2025-01-21,784000,8,No disponible,784
82701,56594,2025-09-20,640000,8,No disponible,640
,,2025-06-22,480000,8,No disponible,480
82704,61306,2025-08-13,,2,No disponible,-296
82782,63189,2025-03-14,,7,No disponible,518
82707,65036,2025-03-25,1560000,10,No disponible,1560
82708,65036,2025-04-19,2440000,10,No disponible,610
82709,65036,2025-04-07,-930000,10,No disponible,930
82710,65036,2025-01-29,950000,10,No disponible,950
82711,65036,2025-03-22,700000,10,No disponible,700
82712,65036,,4630000,10,No disponible,4630
82713,65036,2025-04-09,8700000,10,No disponible,
82714,65036,2025-03-10,940000,10,No disponible,940
82715,65036,2025-04-23,310000,10,No disponible,310
82716,65036,2025-04-23,460000,10,No disponible,460
82717,65036,2025-03-04,400000,10,No disponible,400
82718,65036,2025-01-02,580000,10,No disponible,580
82719,58049,2025-11-15,1400000,10,No disponible,1400
82720,58049,2025-12-06,,10,No disponible,760
82721,58049,2025-04-16,1320000,10,No disponible,1320
82722,58049,2025-12-21,52000,10,No disponible,130
82723,58049,2026-07-04,410000,10,No disponible,410
82724,58049,2025-08-09,140000,10,No disponible,140
82725,58049,2026-03-06,50000,10,No disponible,50
82726,60648,2025-07-01,,5,No disponible,560
82728,60648,2025-05-22,270000,5,No disponible,90
82729,60648,2025-10-26,135000,5,No disponible,135
82730,60648,2025-06-04,220000,5,No disponible,220
,61907,2025-01-09,,6,No disponible,96
82731,60648,2025-01-23,805000,5,No disponible,805
82732,60648,2025-01-24,945000,5,No disponible,315
82733,60648,2025-07-09,125000,5,No disponible,125
82734,60648,2025-12-18,395000,5,No disponible,395
82740,55616,2025-07-18,328000,,,328
,55616,2025-07-27,35000,8,No disponible,56
82743,55616,2025-03-24,384000,8,,384
82746,55616,2025-04-03,-624000,8,No disponible,-624
82756,66615,2025-02-22,524000,8,No disponible,-1048
82761,66615,2025-09-14,-24000,,No disponible,96
82762,66615,2026-01-31,-640000,8,No disponible,640
,62011,2025-08-30,664000,8,No disponible,664
82767,62011,2025-01-22,512000,8,No disponible,-512
82773,60778,2025-01-27,40000,5,,40
82776,63189,2025-01-23,763000,7,No disponible,763
82778,63189,2025-01-05,273000,7,No disponible,273
82779,63189,2025-02-18,588000,,No disponible,588
82780,63189,2025-02-10,595000,7,No disponible,595
82783,63189,2025-02-23,2730000,7,No disponible,2730
82785,56299,2026-10-02,75000,5,No disponible,-75
82787,56299,2025-10-22,-135000,5,No disponible,135
82792,56299,2025-02-26,-370000,5,No disponible,370
,56299,2025-09-14,-265000,5,No disponible,265
82798,61562,2026-03-11,204000,2,,204
82803,61562,2025-01-09,-158000,2,No disponible,158
,61660,2025-05-05,16000,1,No disponible,16
82819,61660,2025-06-05,-70000,1,No disponible,70
82823,61660,2025-06-23,89000,,,89
82826,65847,2025-06-14,99000,1,,99
82830,,2025-03-28,702000,9,No disponible,-702
82834,59246,2025-01-19,-603000,9,No disponible,603
82836,64185,2026-01-08,244000,1,,-244
82838,64185,2026-05-16,-74000,1,No disponible,74
,58941,2025-02-17,71000,1,No disponible,71
82849,58941,2025-05-11,61000,1,No disponible,-61
82854,64902,2025-09-09,776000,4,No disponible,776
82855,64902,2025-05-05,248000,4,No disponible,248
82856,64902,,-168000,4,No disponible,168
82857,64902,2025-12-31,468000,4,No disponible,-468
82859,56262,2025-04-28,2568000,6,,642
,56262,2025-03-31,756000,6,No disponible,756
82871,64371,2026-01-18,596000,4,No disponible,596
82872,64371,2025-12-27,608000,4,No disponible,608
82873,64371,2025-12-04,468000,4,,468
82878,61775,2025-07-13,-33000,1,No disponible,33
82884,,2025-12-04,57000,1,,57
82888,61677,2025-02-28,568000,,,568
82891,,,-84000,1,No disponible,42
,61948,2025-04-19,58000,1,No disponible,58
82903,,2025-07-01,-180000,9,No disponible,180
82904,64435,2025-11-17,336000,4,No disponible,336
82905,56110,2025-09-03,,10,No disponible,1330
82906,65564,2025-03-29,97000,1,No disponible,97
82907,65564,,77000,1,No disponible,77
82909,65564,2025-04-21,27000,1,No disponible,27
,56912,2025-02-12,3184000,,,3184
82916,57751,,508000,4,,508
,57751,2025-02-08,164000,4,No disponible,164
82919,57751,2025-01-31,-112000,4,No disponible,112
82925,57751,2026-03-22,-316000,4,No disponible,316
82930,59196,2025-02-20,1568000,8,No disponible,1568
82931,59196,2025-03-13,2352000,8,No disponible,784
82932,59196,2025-04-01,232000,8,No disponible,232
82933,59196,2025-02-23,656000,8,No disponible,656
82938,58462,2025-02-03,600000,6,No disponible,-600
82944,62850,2025-02-01,-380000,5,No disponible,380
82945,62850,2025-04-05,335000,5,No disponible,-335
82956,62580,2025-01-04,195000,5,,
,62580,,2260000,5,No disponible,2260
82961,62580,2025-03-21,95000,5,No disponible,-95
82964,56220,2026-02-22,2322000,,No disponible,2322
82965,56220,2026-04-27,60000,9,No disponible,180
82966,56220,2025-04-27,765000,9,No disponible,765
82967,56220,2025-07-13,837000,9,No disponible,837
82968,57924,2025-08-29,1488000,6,,1488
82973,64733,2025-01-06,,6,,1116
82979,64733,2025-01-16,426000,6,,426
82985,57104,2025-06-02,-296000,8,No disponible,296
82990,62728,2025-01-06,945000,7,No disponible,945
,62728,2025-01-04,-952000,7,No disponible,952
82992,62728,2025-01-08,2128000,7,,532
82993,62728,2025-01-21,70000,7,No disponible,70
82994,62728,2025-01-20,,7,No disponible,679
82995,62728,2025-01-13,308000,7,No disponible,308
82996,60295,2025-02-14,780000,10,No disponible,780
82997,60295,2025-11-14,1520000,10,No disponible,1520
83006,62494,2025-03-30,510000,10,,510
83007,62494,2025-01-05,2340000,10,No disponible,-2340
83008,58189,2025-05-29,1200000,4,,1200
83009,61907,2025-01-16,762000,6,No disponible,762
,61907,2025-01-15,3024000,6,No disponible,504
83012,61907,2025-01-14,192000,6,No disponible,-192
83013,61907,2025-01-05,162000,6,No disponible,162
83014,61907,2025-01-27,234000,6,No disponible,234
83015,61907,2025-01-19,192000,,No disponible,192
83016,61907,2025-01-12,1140000,6,No disponible,1140
83017,61907,2025-01-23,973000,6,No disponible,834
83018,61907,2025-01-22,438000,,No disponible,438
83020,61907,2025-01-08,-522000,6,No disponible,522
83021,61907,2025-01-19,276000,6,No disponible,276
83022,61907,2025-01-13,,6,No disponible,
83024,61907,2025-01-25,852000,6,No disponible,852
83029,56031,2025-01-20,,6,,366
83030,56031,2025-04-23,474000,6,No disponible,-474
83033,56031,2025-02-24,-396000,6,No disponible,396
83041,58784,2025-11-08,-181000,1,No disponible,181
,58784,2025-01-05,80000,1,No disponible,80
83051,64475,2025-06-01,132000,2,No disponible,
83052,64475,2025-08-26,270000,2,No disponible,
83053,64475,2026-05-23,276000,2,No disponible,184
83054,64475,2025-10-22,126000,2,No disponible,126
83055,64475,,160000,2,No disponible,160
83056,64475,2025-08-11,144000,2,No disponible,144
83057,,,248000,2,,248
83067,57016,2025-07-24,3136000,7,No disponible,3136
83069,62115,2025-02-12,2765000,5,,
83076,64671,2025-01-07,,1,No disponible,85
83077,64671,2025-01-01,740000,1,No disponible,148
83078,64671,2025-01-06,,1,No disponible,30
83079,64671,2025-01-04,78000,1,No disponible,78
83080,64671,2025-01-04,92000,1,No disponible,92
83081,64671,2025-01-05,65000,1,No disponible,65
83087,59572,2025-01-01,-388000,4,No disponible,388
83091,59572,2025-03-12,-360000,4,No disponible,360
83094,,2026-02-27,-296000,,No disponible,296
83104,62120,2025-03-06,432000,,No disponible,432
83107,62120,2025-05-24,140000,2,,
83108,62120,2025-07-05,-284000,2,No disponible,284
83314,62156,2025-03-09,36000,1,No disponible,-36
,60907,2025-11-25,117000,3,No disponible,
,60907,2025-09-06,45000,3,No disponible,45
83124,59578,2025-07-06,960000,,No disponible,960
83128,65742,2025-02-06,79000,1,No disponible,-79
83129,63386,2025-01-24,1184000,8,No disponible,1184
83131,63386,2025-02-02,1392000,8,No disponible,1392
,64218,2025-09-29,213000,3,No disponible,213
83138,65529,2025-07-25,440000,8,,440
83139,60539,2026-01-30,610000,5,No disponible,610
83140,60539,2025-08-10,,5,No disponible,345
83141,60539,2026-01-24,425000,5,No disponible,425
83142,60539,2025-02-04,25000,5,No disponible,25
83144,60539,2026-02-23,385000,5,No disponible,385
83145,60539,2026-09-13,685000,5,No disponible,685
,61754,2025-01-07,1470000,5,No disponible,1470
,61754,2025-06-06,360000,5,No disponible,360
83153,64052,2025-02-11,807000,3,No disponible,807
83154,64052,2026-03-21,843000,,No disponible,843
,66250,,47000,1,No disponible,47
83159,66250,2025-01-07,256000,1,,256
83165,66250,2025-01-04,-82000,1,No disponible,-82
83166,62272,,470000,10,No disponible,470
,59764,2025-02-14,1188000,6,No disponible,1188
83169,63150,2026-03-30,-258000,,No disponible,258
83170,63150,2026-04-05,924000,6,No disponible,924
83171,59368,2025-11-08,658000,7,No disponible,658
83172,59368,2025-07-02,116000,7,No disponible,406
83173,59368,2025-06-27,210000,7,No disponible,210
83174,56392,2025-01-09,252000,2,No disponible,-252
83177,56392,2025-03-14,,2,,100
83178,56392,2025-01-04,-28000,2,No disponible,28
83195,59385,2025-07-20,504000,,No disponible,504
83196,59385,2026-01-19,1320000,6,,264
83197,59385,2025-03-17,576000,6,,576
,59385,2025-01-01,504000,6,,504
83199,59385,2025-07-14,498000,6,No disponible,498
83200,59385,2025-12-08,600000,,No disponible,600
,63412,2025-07-27,402000,3,No disponible,201
,64866,2025-08-23,100000,1,No disponible,100
83220,64866,2026-05-30,,1,No disponible,-187
83221,64866,2025-11-22,414000,1,No disponible,-138
83224,64866,2025-03-21,-107000,1,No disponible,107
83229,59909,2025-08-22,98000,1,,98
83234,59909,2025-03-14,28000,1,,28
83241,62358,2026-03-21,65000,5,,65
83242,66099,,-387000,3,No disponible,387
83248,63745,2026-04-14,5229000,9,No disponible,-747
83250,63745,2026-02-07,837000,9,,837
83254,63745,2025-08-31,-234000,9,No disponible,234
,63745,2026-07-29,909000,9,No disponible,909
83256,64413,2025-02-13,-624000,8,No disponible,624
83259,64413,2025-01-02,-328000,8,No disponible,328
83261,64413,2025-04-03,-600000,8,No disponible,600
83267,64413,,360000,8,,360
83270,65080,2026-02-22,-400000,10,No disponible,400
83277,56787,2026-03-28,-243000,3,No disponible,243
83285,63809,2025-01-30,1670000,10,No disponible,-1670
83286,63809,2025-10-12,1480000,,No disponible,1480
83287,63809,2025-11-22,387000,10,No disponible,1290
83288,63809,2025-10-07,610000,10,No disponible,-610
83289,63809,2025-07-07,270000,10,No disponible,270
,65923,2025-07-18,705000,5,No disponible,705
83302,62705,2025-09-02,1755000,9,No disponible,1755
83303,62705,2026-02-01,1035000,9,No disponible,1035
83304,62705,2026-01-29,5400000,9,No disponible,-1080
83305,62705,2025-05-15,585000,9,No disponible,585
83306,62705,2025-03-26,-468000,9,No disponible,468
83307,62705,2025-06-06,432000,9,No disponible,432
83308,62705,2026-02-07,72000,9,No disponible,72
83309,66075,,204000,2,,204
,,,,,,
,,,,,,
83310,62156,2025-08-17,271000,1,No disponible,271
83311,62156,2026-08-26,110000,1,No disponible,55
83312,62156,2026-08-15,89000,1,No disponible,89
83313,62156,2025-07-09,180000,1,No disponible,180
83320,59827,2025-06-22,-231000,3,No disponible,231
83324,59827,2025-11-06,,3,No disponible,-36
83325,59827,2026-06-11,-48000,3,No disponible,48
83327,61801,2025-04-08,905000,5,No disponible,905
83328,61801,2026-01-16,228000,5,No disponible,285
83329,61801,2026-05-09,490000,5,No disponible,490
83330,61801,2025-04-10,330000,5,,330
83331,61801,2025-07-21,115000,5,No disponible,115
83332,61801,2025-06-30,805000,5,No disponible,805
83333,61801,,680000,5,No disponible,680
83334,61801,2026-05-25,240000,,No disponible,240
83335,61801,2025-12-26,195000,5,No disponible,195
83336,61801,2025-12-21,460000,5,No disponible,-460
83337,,2025-01-26,410000,5,No disponible,-410
83338,61801,2025-09-27,825000,5,,825
83339,61801,2025-06-16,816000,5,No disponible,680
83340,61801,2025-05-09,495000,5,No disponible,495
83341,61801,2025-12-13,65000,5,No disponible,65
83342,61801,2026-06-09,390000,5,No disponible,-390
83343,61801,2025-08-05,220000,5,No disponible,220
83344,,2026-06-07,-330000,5,No disponible,330
83345,59381,2025-03-12,,9,No disponible,-792
83347,59381,2025-08-20,306000,9,,306
,59381,2025-02-18,,9,No disponible,423
83351,62350,2025-01-05,174000,6,No disponible,174
83352,62350,2025-01-23,216000,6,,54
,62350,2025-12-26,192000,6,No disponible,192
83354,62350,2025-03-16,-234000,6,No disponible,234
83355,62350,2026-02-11,570000,6,No disponible,570
,62350,2025-04-19,1956000,6,No disponible,1956
83366,56968,2025-03-03,1368000,8,No disponible,1368
83367,56968,2025-02-26,384000,8,No disponible,384
83368,56968,2025-03-20,1104000,8,No disponible,1104
,56968,2025-02-04,959000,,No disponible,1096
83370,56968,2025-03-01,456000,8,No disponible,456
83371,56968,,248000,8,No disponible,248
83372,56968,2025-01-17,752000,8,,752
83373,56968,,440000,8,No disponible,440
83374,56968,2025-01-21,608000,8,No disponible,608
83375,56968,2025-02-08,,8,No disponible,128
83378,55915,2025-05-16,-792000,8,No disponible,792
83387,63648,2025-05-02,288000,8,,288
83392,64023,2025-08-07,651000,7,No disponible,651
83393,64023,,371000,7,No disponible,
,63523,2025-07-02,12000,2,No disponible,12
83400,63523,2025-04-04,-174000,2,No disponible,174
83401,63523,2025-04-14,-350000,2,No disponible,100
83404,63523,2025-08-28,162000,2,,162
83406,63523,2025-10-24,-54000,,,54
83410,64731,2025-07-29,60000,2,No disponible,-60
,64731,,196000,2,No disponible,196
,64731,,76000,2,No disponible,76
83426,65421,2025-01-15,,10,No disponible,1280
,59027,2026-09-24,54000,1,No disponible,54
83432,61435,,498000,2,No disponible,498
83437,58438,2025-04-15,-420000,5,,420
83443,60669,2025-02-09,-472000,8,No disponible,472
83450,57865,,-84000,3,No disponible,84
83465,61649,2025-09-15,-1002000,3,No disponible,1002
83471,63487,2025-01-10,657000,9,No disponible,-657
83477,62710,,3320000,10,,830
83487,63875,2025-11-02,-3550000,10,No disponible,710
83492,65571,2026-05-21,560000,8,,560
83499,57426,2025-05-14,87000,1,,87
83502,62044,2026-06-06,2152000,8,No disponible,2152
83503,62044,2025-09-27,112000,8,,224
83504,62044,2025-11-06,112000,,No disponible,112
,,2026-05-15,512000,8,No disponible,512
83506,62044,2026-02-16,712000,8,No disponible,712
83507,62044,2025-04-13,680000,8,No disponible,680
83513,58798,2025-02-08,448000,3,,192
83521,62519,2025-04-04,1503000,9,No disponible,1503
83522,62519,2025-10-24,1071000,9,No disponible,1071
83523,62519,2025-01-17,1125000,9,No disponible,1125
83524,66332,2025-04-10,306000,2,,306
83525,66332,2025-04-27,1750000,2,No disponible,250
83526,66332,2025-04-13,30000,2,,30
83527,66332,2025-04-18,128000,2,No disponible,128
83528,66332,2025-01-30,84000,2,No disponible,84
83529,66332,2025-04-01,160000,2,No disponible,160
83530,66332,2025-05-08,152000,2,No disponible,152
83531,66332,2025-05-08,90000,2,No disponible,90
,63147,2025-09-10,1860000,10,No disponible,1860
83541,59556,2025-06-17,816000,6,,816
,59556,2025-08-27,276000,6,No disponible,828
,62440,2025-01-19,-84000,10,No disponible,280
83560,62440,,,10,,490
83569,60025,2025-06-03,-790000,10,No disponible,790
83579,60025,2025-03-25,730000,10,,730
83589,58673,2026-03-08,351000,9,,351
83603,64567,,,8,,760
83608,64567,2026-01-15,280000,8,,280
83614,59594,2025-06-14,840000,3,,840
83626,63025,,1156000,4,No disponible,-1156
,57146,,890000,10,No disponible,890
83652,59696,2025-04-11,70000,1,,70
83662,57397,2025-01-03,735000,5,No disponible,-735
83675,60914,2025-06-29,360000,9,,
83682,64856,2025-03-25,3087000,9,No disponible,3087
83683,64856,2025-04-23,,9,No disponible,414
83685,64856,2025-01-23,405000,9,No disponible,405
,64856,,423000,9,No disponible,423
83687,64856,2025-01-28,2475000,9,No disponible,2475
,64856,2025-03-30,2754000,9,No disponible,918
,,2025-02-03,306000,9,,306
83690,64856,2025-02-25,279000,9,No disponible,279
83716,64369,2025-02-14,-48000,,No disponible,48
83698,57684,2025-08-06,720000,10,,720
83706,56210,2025-04-27,-98000,1,No disponible,14
,56210,2025-01-04,,1,No disponible,100
83712,56210,2025-05-05,76000,1,,-76
83714,62387,2025-08-10,1464000,8,,1464
83722,65730,2025-07-14,,8,,728
,65730,2025-10-08,176000,8,No disponible,176
83744,,2025-01-06,60000,3,No disponible,-60
83746,64515,2025-01-10,-192000,,No disponible,192
83748,64515,2025-04-27,717000,,,717
83752,66087,2025-03-15,333000,3,No disponible,333
83753,66087,2025-01-01,286000,3,No disponible,429
,66087,,246000,3,No disponible,246
83755,66087,2025-03-25,390000,3,No disponible,390
,57698,2025-02-12,-1267000,7,No disponible,1267
83760,57698,,133000,7,No disponible,-133
83771,57698,2025-01-03,259000,7,,
83779,58653,2025-12-06,-585000,3,No disponible,585
83784,58653,2025-05-18,114000,3,No disponible,-114
83788,58653,2025-12-07,-236000,3,No disponible,177
83790,58653,2026-03-26,36000,3,No disponible,-36
83808,59623,2025-06-14,1200000,3,No disponible,1200
,59623,2025-07-13,97000,3,No disponible,-291
83810,59623,2025-02-06,39000,3,No disponible,39
83811,59623,2025-05-11,48000,3,No disponible,144
83812,59623,2025-06-10,1278000,3,No disponible,1278
83815,62991,2025-01-01,292000,4,No disponible,-292
83816,,2025-01-02,120000,4,No disponible,-120
83818,62991,2025-01-01,128000,,No disponible,-128
83821,60291,2025-02-28,528000,8,No disponible,528
83822,60291,2025-03-22,115000,8,No disponible,184
83823,60291,2025-04-01,480000,8,No disponible,480
83824,60291,2025-04-17,,8,No disponible,336
83825,60291,2025-01-26,40000,8,No disponible,40
83826,60291,2025-06-09,376000,8,No disponible,376
83827,60291,2025-01-12,1000000,8,,1000
83828,60291,2025-02-28,440000,8,No disponible,440
83830,60465,2025-04-09,480000,8,No disponible,480
83831,64096,2026-07-02,265000,1,No disponible,265
83834,65080,2025-05-18,-2024000,8,No disponible,2024
,65080,2025-01-22,40000,8,No disponible,40
83842,65080,2025-03-30,-339000,8,No disponible,904
83843,65080,2025-01-16,656000,8,,
,65080,2025-01-30,304000,8,No disponible,304
83846,56341,2025-02-14,,9,,1620
,60823,2025-02-24,1863000,9,No disponible,1863
83851,,2025-11-18,-450000,9,No disponible,450
83856,58762,2025-04-15,810000,3,No disponible,810
,56502,2026-09-16,1526000,7,No disponible,763
,56502,2026-08-16,-595000,7,No disponible,595
83860,56502,2025-03-08,-854000,7,No disponible,854
83862,65125,2026-04-18,-984000,4,No disponible,984
83869,60872,2026-01-04,3152000,8,No disponible,3152
83870,60872,2026-10-22,87000,8,No disponible,696
83871,60872,2026-07-16,728000,8,No disponible,728
83872,64986,2025-03-31,436000,4,No disponible,436
83873,66262,,-1194000,3,No disponible,1194
,66262,2025-08-24,99000,3,No disponible,-99
83876,66262,2025-12-18,-147000,3,No disponible,147
83880,59558,2025-01-03,,1,No disponible,108
83881,59558,2025-01-06,380000,1,No disponible,76
83882,59558,2025-01-02,61000,1,No disponible,61
,59558,2025-01-02,96000,1,No disponible,96
83884,59558,2025-01-08,46000,1,No disponible,
83885,59558,2025-01-06,94000,1,No disponible,94
83886,58369,,292000,2,No disponible,292
83889,59995,2025-06-24,-1722000,7,No disponible,1722
,59995,2025-11-10,336000,7,No disponible,336
,59995,2025-10-12,238000,7,No disponible,238
,59995,2025-08-22,,7,No disponible,497
83899,58349,2025-03-18,98000,1,No disponible,-98
83902,58349,2025-04-11,63000,,,63
83904,58349,,-79000,1,No disponible,79
83905,58349,2025-03-07,-5000,1,No disponible,5
83910,56977,2025-05-06,1674000,9,No disponible,
83911,56977,2025-05-09,792000,9,No disponible,792
83916,65856,2026-04-27,315000,7,,315
83918,65856,2025-08-25,-217000,7,No disponible,217
,60737,2025-02-17,356000,4,No disponible,356
83927,56403,2025-01-04,1104000,8,No disponible,1104
83928,56403,2025-01-21,826000,8,No disponible,944
83929,56403,2025-02-14,744000,8,No disponible,744
83930,56403,2025-02-12,480000,8,No disponible,480
83931,56403,2025-02-24,680000,8,No disponible,-680
83932,56403,2025-02-12,760000,8,,760
,56403,,128000,8,No disponible,128
83934,56403,2025-01-23,544000,8,No disponible,544
83935,56403,2025-02-16,488000,8,No disponible,488
,59252,2025-04-18,892000,4,No disponible,892
83960,60563,2025-09-04,-1572000,4,No disponible,1572
83966,60563,2025-10-14,388000,4,,388
83977,59643,2025-09-20,306000,9,,306
83979,59643,2025-02-10,-54000,9,No disponible,54
83982,,2025-10-17,164000,2,,164
,57192,2025-05-12,423000,9,No disponible,423
83997,57910,2025-01-01,144000,2,No disponible,144
83999,57910,2025-01-02,144000,2,No disponible,144
84000,56855,2025-01-16,432000,2,No disponible,432
84001,56855,2025-01-11,192000,2,No disponible,96
84002,56855,,,2,,136
84003,56855,2025-01-12,294000,2,No disponible,294
84004,56855,2025-01-03,572000,2,No disponible,286
84005,56855,2025-01-17,188000,2,No disponible,188
84006,56855,2025-01-01,34000,2,No disponible,-34
84007,56855,,88000,2,No disponible,88
84011,65895,2025-06-19,312000,8,,312
,66613,2025-07-25,1584000,8,No disponible,1584
84093,58629,2025-03-30,246000,6,No disponible,
,64519,2025-01-28,84000,4,No disponible,112
84023,64519,2025-12-14,400000,4,No disponible,-400
84026,62197,2025-12-30,-240000,8,No disponible,320
,55849,2025-02-07,150000,2,No disponible,150
84041,56180,2025-11-10,1136000,8,No disponible,
84042,56180,2025-01-16,2232000,8,No disponible,744
84043,56180,2025-04-30,392000,8,No disponible,392
84044,56180,,176000,8,No disponible,176
,55765,2025-02-15,,2,No disponible,998
,62289,2025-10-20,1500000,5,No disponible,500
84051,62289,2025-08-28,50000,5,,50
84053,55931,2025-08-09,170000,2,No disponible,-170
84060,66237,2025-01-18,310000,10,No disponible,-310
84064,66237,2025-07-12,,10,No disponible,-580
84066,66237,2025-09-12,850000,,No disponible,-850
84069,58361,2025-05-16,1236000,6,No disponible,-618
,55843,2025-10-09,216000,1,,216
,60293,2025-10-07,224000,2,No disponible,224
,58629,,708000,6,,708
84083,58629,2025-02-15,2136000,6,No disponible,534
84084,58629,2025-01-06,288000,6,No disponible,288
84085,58629,2025-02-27,126000,6,No disponible,126
84086,58629,,528000,6,No disponible,528
84087,58629,2025-03-25,408000,6,No disponible,408
84088,58629,2025-01-04,1170000,6,No disponible,1170
84089,58629,,294000,6,No disponible,294
84090,58629,2025-01-28,312000,6,No disponible,312
84091,58629,2025-02-04,192000,6,No disponible,192
84092,58629,2025-04-02,414000,6,No disponible,414
84094,58629,2025-01-27,324000,6,No disponible,324
,66233,,72000,,No disponible,72
,66233,2025-08-28,240000,6,No disponible,-240
84099,66233,2026-05-11,138000,6,No disponible,-138
84100,66233,2025-01-01,1986000,6,,1986
84110,65983,2025-08-23,174000,3,,174
84112,65983,2025-06-05,375000,3,,375
84113,65983,2025-04-11,480000,,No disponible,-480
84114,66133,2025-01-17,2240000,7,No disponible,2240
84115,66133,2025-03-19,216000,7,No disponible,378
84116,66133,2025-01-26,,7,No disponible,406
84117,66133,2025-04-10,91000,7,No disponible,91
84118,66133,2025-01-26,245000,7,No disponible,245
84120,58295,,3736000,8,No disponible,3736
84124,61936,2025-01-11,384000,3,,192
84132,55615,2025-01-30,742000,7,No disponible,-742
,59234,2025-01-16,2178000,9,No disponible,2178
84134,59234,2025-01-29,,9,No disponible,1296
84135,59234,2025-02-15,711000,9,No disponible,711
,59234,2025-01-20,,9,No disponible,243
84137,59234,,828000,9,No disponible,828
84138,59234,2025-02-15,180000,9,No disponible,180
84139,59234,2025-02-04,639000,9,No disponible,-639
,59234,2025-01-30,900000,9,No disponible,900
84141,59234,2025-01-10,936000,9,No disponible,936
84142,59234,2025-01-26,792000,9,No disponible,792
84143,59234,2025-02-18,7506000,9,,1251
84144,59234,2025-01-31,729000,9,,
84145,59234,2025-01-06,396000,9,No disponible,396
84146,59234,2025-02-10,108000,9,No disponible,108
84147,59234,2025-01-21,765000,9,No disponible,
84148,59234,2025-02-26,,9,No disponible,162
84150,56870,2025-01-12,-308000,2,No disponible,308
84152,57553,2025-01-30,-258000,3,No disponible,258
,55936,2025-05-23,936000,,No disponible,-936
84160,58753,2025-12-11,430000,10,,430
,58753,2025-07-24,1210000,10,No disponible,1210
84167,57336,2025-03-20,2552000,8,No disponible,2552
84168,57336,2025-01-08,1360000,8,No disponible,680
84169,57336,2025-05-17,592000,8,No disponible,592
84170,57336,2025-05-27,2440000,,No disponible,2440
84171,57336,2025-02-16,328000,8,No disponible,328
84181,,2025-12-20,-648000,9,No disponible,648
84183,66373,2026-05-29,225000,9,,225
84186,56244,,297000,3,No disponible,297
84187,56244,2026-08-29,105000,,No disponible,15
84189,56244,2025-04-20,72000,3,No disponible,72
84190,56244,2025-06-24,234000,3,No disponible,234
84191,56244,2025-07-25,129000,3,No disponible,129
84192,56244,2026-09-18,114000,3,No disponible,114
84193,56244,2025-10-12,225000,3,No disponible,-225
84194,56244,2025-12-11,393000,3,No disponible,393
,56244,2026-05-21,252000,3,No disponible,-252
84196,56244,2025-07-07,1299000,3,,1299
84197,56244,2026-08-17,225000,3,No disponible,
84198,56244,2025-09-05,258000,3,No disponible,258
,56244,2026-05-01,144000,3,No disponible,144
84201,57714,2025-01-05,77000,7,,77
84208,62350,2025-01-04,414000,3,No disponible,414
84209,62350,2025-01-16,459000,3,No disponible,459
84210,62350,2025-02-18,624000,3,No disponible,624
84211,62350,2025-02-19,1284000,3,No disponible,321
84213,62350,2025-01-13,156000,3,No disponible,156
84214,62350,2025-01-31,102000,,No disponible,
84215,65524,2025-02-03,62000,1,No disponible,-62
84216,65524,2025-01-31,225000,1,No disponible,75
84217,65524,2025-01-18,,1,No disponible,55
84218,65524,2025-02-16,,1,No disponible,84
84226,60589,2025-01-25,378000,9,No disponible,-378
,,2025-08-15,657000,9,No disponible,657
84229,60019,2025-01-30,-405000,9,No disponible,405
,60019,2025-04-30,,9,,423
,56088,2025-02-20,,2,No disponible,192
84247,56088,2025-04-26,-174000,2,No disponible,-174
,56088,2025-02-25,192000,2,No disponible,192
84251,60012,2026-04-11,1050000,10,No disponible,-1050
84257,55749,,352000,8,No disponible,-352
,,2025-02-09,664000,8,No disponible,664
,58349,2025-09-01,228000,3,,228
,58349,2025-11-13,1152000,3,No disponible,384
,59020,2025-01-08,725000,5,No disponible,145
84279,59020,2025-07-08,2195000,5,,2195
84285,64785,2025-08-18,175000,5,No disponible,-175
84288,65174,,3192000,7,No disponible,3192
84289,65174,2025-10-29,1078000,7,No disponible,1078
84295,60463,2025-04-27,165000,1,,165
84296,60463,2025-03-13,474000,1,,79
,60463,,18000,1,,18
,57053,2026-03-14,600000,8,,600
84303,57053,2025-03-05,740000,8,,1184
84307,57053,2025-09-06,80000,8,No disponible,-80
84309,58261,,276000,4,No disponible,276
,58261,2025-01-09,236000,4,No disponible,472
84311,58261,2025-07-08,284000,4,No disponible,284
